Date,DJSI-US,Carbonex-India,Crude-Oil
7/17/2015,151.03,1404.32,56.38
7/20/2015,150.52,1404.37,56.42
7/21/2015,150.34,1390.37,55.94
7/22/2015,150.67,1406.5,56.36
7/23/2015,149.56,1401.02,55.76
7/24/2015,149.03,1389.44,54.29
7/27/2015,151,1364.11,54.07
7/28/2015,149.27,1359.7,54.3
7/29/2015,149.51,1364.8,54.73
7/30/2015,149.15,1372.81,54.29
7/31/2015,149.76,1390.41,53.29
8/3/2015,150.4,1392.6,49.49
8/4/2015,149.8,1390.85,49.08
8/5/2015,148.15,1399.78,49.04
8/6/2015,145.03,1404.27,47.8
8/7/2015,140.62,1401.79,47.54
8/10/2015,134.85,1395.09,48.3
8/11/2015,132.87,1383.7,47.33
8/12/2015,137.91,1362.71,48.29
8/13/2015,141.4,1363.01,48.01
8/14/2015,141.65,1390.2,47.79
8/17/2015,140.79,1384.81,47.77
8/18/2015,136.63,1385.29,47
8/19/2015,138.97,1389.44,45.75
8/20/2015,139.38,1370.74,45.63
8/21/2015,137.06,1358.38,43.84
8/24/2015,140.34,1273.86,41.59
8/25/2015,138.13,1289.96,41.86
8/26/2015,138.84,1275.24,41.76
8/27/2015,139.47,1301.36,44.46
8/28/2015,138.77,1307.94,47.97
8/31/2015,140.53,1303.91,47.97
9/1/2015,141.91,1273.93,48.8
9/2/2015,141.72,1263.49,47.67
9/3/2015,139.24,1280.29,50.41
9/4/2015,139.75,1252.07,48.59
9/7/2015,138.13,1234.94,46.42
9/8/2015,137.73,1255.57,48.88
9/9/2015,137.21,1276.87,48.04
9/10/2015,137.45,1273.49,47.77
9/11/2015,134.39,1272.18,46.87
9/14/2015,135.05,1286.02,45.87
9/15/2015,137.48,1277.62,45.91
9/16/2015,137.58,1287.62,49.35
9/18/2015,142.3,1300.91,47.28
9/21/2015,142.07,1300.97,47.64
9/22/2015,143.44,1274.55,46.69
9/23/2015,145.01,1282.19,48
9/24/2015,144.78,1284.14,47.06
9/28/2015,144.13,1273.75,46.04
9/29/2015,143.83,1280.25,47.58
9/30/2015,145.9,1297.99,47.29
10/1/2015,146.53,1300.04,47.48
10/5/2015,146.04,1326.86,49.45
10/6/2015,145.11,1332.85,51.34
10/7/2015,147.58,1336.39,51.66
10/8/2015,149.52,1327.89,52.13
10/9/2015,149.24,1336.59,52.08
10/12/2015,148.79,1331.27,50.95
10/13/2015,150.48,1328.79,48.94
10/14/2015,149.97,1325.22,48.25
10/15/2015,149.35,1336.59,47.87
10/16/2015,151.46,1346.64,48.96
10/19/2015,152.28,1351.81,47.51
10/20/2015,151.47,1350.21,46.93
10/21/2015,151.28,1347.05,46.72
10/23/2015,149.95,1353.13,46.3
10/26/2015,150.13,1347.26,46.57
10/27/2015,149.36,1344.47,45.54
10/28/2015,146.97,1335.52,47.6
10/29/2015,145.53,1326.55,48.04
10/30/2015,147.89,1318.65,48
11/2/2015,147.48,1316.94,47.91
11/3/2015,149.81,1319.06,48
11/4/2015,149.52,1317.57,46.96
11/5/2015,149.96,1303.61,47.19
11/6/2015,149.96,1300.31,46.09
11/9/2015,150.25,1295.81,45.38
11/10/2015,149.95,1274.75,46.44
11/11/2015,149.95,1282.12,44.98
11/13/2015,149.4,1270.67,41.98
11/16/2015,151.04,1278.75,40.28
11/17/2015,149.42,1283.26,41.28
11/18/2015,147.22,1266.92,41.45
11/19/2015,150.35,1284.31,42.22
11/20/2015,149.14,1287.34,42.49
11/23/2015,147.93,1286.5,43.7
11/24/2015,147.26,1284.02,44.38
11/26/2015,144.74,1291.86,43.55
11/27/2015,145.85,1300.12,43.07
11/30/2015,148.01,1301.13,43.73
12/1/2015,150.04,1303.62,42.97
12/2/2015,147.53,1300.92,41.92
12/3/2015,144.69,1290.46,42
12/4/2015,145.68,1277.14,41.44
12/7/2015,147.28,1274.2,39.69
12/8/2015,149.18,1262.45,39.44
12/9/2015,148.86,1247.24,39.04
12/10/2015,148.45,1257.41,38.65
12/11/2015,149.91,1245.75,36.99
12/14/2015,148.78,1252.11,36.51
12/15/2015,147.39,1259.47,37.66
12/16/2015,145.12,1267.21,36.96
12/17/2015,145.42,1283.03,36.29
12/18/2015,143.31,1271.75,36.76
12/21/2015,139.66,1282.2,35.34
12/22/2015,137.94,1275.14,35.26
12/23/2015,137.91,1287.18,35.79
12/24/2015,139.1,1287.65,37.22
12/28/2015,138.61,1295.48,37.08
12/29/2015,135.21,1298.02,36.85
12/30/2015,135.21,1293.16,35.65
12/31/2015,134.94,1300.19,36.61
1/1/2016,133.01,1304.26,36.61
1/4/2016,133.61,1278.68,36.28
1/5/2016,136.17,1279.34,35.56
1/6/2016,133.81,1271.7,33.89
1/7/2016,136.13,1241.17,33.57
1/8/2016,135.2,1248.48,31.67
1/11/2016,135.78,1242.06,30.14
1/12/2016,139.55,1233.01,29.14
1/13/2016,139.16,1238.65,28.58
1/14/2016,136.23,1232.8,28.84
1/15/2016,137.45,1213.83,28.8
1/18/2016,138,1198.04,27.36
1/19/2016,135.5,1211.51,27.36
1/20/2016,134.07,1189.97,26.01
1/21/2016,133.7,1184.64,27.59
1/22/2016,133.45,1208.08,30.46
1/25/2016,131.84,1209.44,29.82
1/27/2016,136.61,1210.77,31.83
1/28/2016,139.18,1209.45,33.01
1/29/2016,138.91,1230.58,33.14
2/1/2016,138.68,1230.53,32.45
2/2/2016,140.53,1214.5,30.98
2/3/2016,138.6,1198.39,32.38
2/4/2016,139.05,1204.26,32.76
2/5/2016,140.74,1219.63,32.35
2/8/2016,140.39,1204.76,31.64
2/9/2016,139.15,1188.4,30.15
2/10/2016,142.45,1174.77,29.64
2/11/2016,143.27,1135.29,28.82
2/12/2016,143.67,1136.64,31.8
2/15/2016,144.1,1167.84,31.8
2/16/2016,144.62,1147.74,31.09
2/17/2016,142.96,1156.81,33.21
2/18/2016,143.69,1170.09,33.2
2/19/2016,143.66,1172.94,31.66
2/22/2016,145.83,1177.62,33.59
2/23/2016,145.6,1157.69,31.9
2/24/2016,145.34,1143.06,31.5
2/25/2016,146.16,1134.49,32.83
2/26/2016,147.26,1143.9,35.76
2/29/2016,148.06,1139.36,35.92
3/1/2016,147.93,1177.95,35.73
3/2/2016,147.9,1200.65,36.38
3/3/2016,146.82,1218.11,35.75
3/4/2016,147.03,1222,37.61
3/8/2016,148.24,1222.27,39.16
3/9/2016,148.75,1230.19,40.26
3/10/2016,148.55,1221.72,38.63
3/11/2016,149.32,1225.41,39.41
3/14/2016,148.69,1229.73,38.06
3/15/2016,147.2,1219.61,37.49
3/16/2016,148.83,1223.84,38.38
3/17/2016,147.1,1226.21,39.29
3/18/2016,147.48,1240.38,39.26
3/21/2016,147.29,1257.86,39.91
3/22/2016,148.63,1260.42,40.54
3/23/2016,150.29,1260.81,38.84
3/28/2016,151.65,1243.86,38.33
3/29/2016,152.44,1241.46,36.75
3/30/2016,152.74,1263.66,36.75
3/31/2016,152.29,1265.47,36.75
4/1/2016,151.88,1262.38,36.42
4/4/2016,151.64,1269.39,36.05
4/5/2016,151.94,1243.71,35.88
4/6/2016,152.39,1246.81,37.77
4/7/2016,150.97,1236.65,37.15
4/8/2016,150.14,1238.52,40.71
4/11/2016,151.18,1256.18,41.58
4/12/2016,149.73,1262.63,43.02
4/13/2016,148.8,1285.63,42.81
4/18/2016,149.47,1296.02,41.64
4/20/2016,149.81,1297.18,43.09
4/21/2016,149.97,1296.31,43.48
4/22/2016,148.68,1295.87,43.97
4/25/2016,150.16,1289.8,42.97
4/26/2016,148.73,1307.05,43.94
4/27/2016,148.74,1310.53,44.17
4/28/2016,148.02,1289.79,45.6
4/29/2016,148.64,1290.23,45.64
5/2/2016,148.29,1285.68,45.82
5/3/2016,150.21,1276.05,43.09
5/4/2016,151.46,1266.43,43.08
5/5/2016,151.19,1271.42,44.39
5/6/2016,151.87,1270.89,44.6
5/9/2016,151.87,1291.98,42.43
5/10/2016,151.7,1295.01,44.01
5/11/2016,151.9,1288.11,46.08
5/12/2016,152.44,1298.05,46.43
5/13/2016,151.97,1283.85,47.05
5/16/2016,152.91,1291.69,48.49
5/17/2016,152.97,1295.72,48.71
5/18/2016,153.32,1292.97,48.93
5/19/2016,153.01,1277.83,47.01
5/20/2016,151.8,1273,48.54
5/23/2016,150.65,1270.36,47.77
5/24/2016,150.28,1272.57,48.42
5/25/2016,149.88,1301.18,48.87
5/26/2016,150.46,1324.35,49.52
5/27/2016,150.24,1339.29,49.09
5/30/2016,151.07,1343.18,49.09
5/31/2016,151.58,1341.17,49.26
6/1/2016,151.36,1342.33,48.81
6/2/2016,153.55,1348.78,49.05
6/3/2016,147.81,1348.57,48.5
6/6/2016,145.08,1346.28,48.94
6/7/2016,147.7,1356.86,49.76
6/8/2016,150.54,1358.58,50.73
6/9/2016,152.78,1348.43,50.59
6/10/2016,152.88,1342.94,49.7
6/13/2016,152.88,1333.28,49.36
6/14/2016,151.82,1333.3,47.88
6/15/2016,152.72,1348.88,47.47
6/16/2016,152.48,1338.63,45.66
6/17/2016,154.71,1342.04,46.57
6/20/2016,155.27,1354.43,48.68
6/21/2016,156.82,1351.66,48.18
6/22/2016,156.93,1348.78,48.43
6/23/2016,157.66,1360.07,48.63
6/24/2016,157.5,1330.56,46.69
6/27/2016,157.67,1334.58,45.07
6/28/2016,157.47,1341.45,46.29
6/29/2016,158.44,1352.14,48.4
6/30/2016,157.93,1367.54,48.05
7/1/2016,158.78,1378.34,47.65
7/4/2016,158.39,1384.23,48.02
7/5/2016,158.81,1379.4,45.64
7/7/2016,157.98,1379.48,45.93
7/8/2016,158.24,1377.03,44.53
7/11/2016,157.8,1401.59,44.04
7/12/2016,157.35,1409.76,46.72
7/13/2016,157.68,1408.89,44.67
7/14/2016,157.68,1416.61,46.01
7/15/2016,158.48,1413.63,46.25
7/18/2016,158.41,1407.83,45.35
7/19/2016,158.52,1409.86,45.7
7/20/2016,157.83,1418.23,45.82
7/21/2016,158.72,1409.82,44.99
7/22/2016,158.58,1416.85,44.24
7/25/2016,159.02,1432,43.76
7/26/2016,158.32,1426.25,43.56
7/27/2016,158.44,1430.02,42.78
7/28/2016,158.8,1436.6,41.87
7/29/2016,158.63,1433.57,40.76
8/1/2016,158.55,1433.07,40.17
8/2/2016,158.96,1429.96,40
8/3/2016,158.29,1415.1,40.45
8/4/2016,158.08,1417.33,41.33
8/5/2016,157.97,1439.52,42.47
8/8/2016,158.68,1445.6,43.24
8/9/2016,158.37,1439.26,43.37
8/10/2016,157.85,1420.8,42.19
8/11/2016,157.84,1422.56,44.23
8/12/2016,158.45,1435.4,45.12
8/16/2016,158.71,1434.42,48.27
8/17/2016,158.52,1432.84,48.58
8/18/2016,154.92,1441.2,49.46
8/19/2016,157.08,1441.77,49.39
8/22/2016,154.65,1435.83,48.1
8/23/2016,154.27,1434.68,48.7
8/24/2016,155.84,1439.3,47.56
8/25/2016,155.39,1430.65,49.25
8/26/2016,155.4,1427.64,49.66
8/29/2016,155.48,1431.99,49.66
8/30/2016,157.23,1453.15,47.94
8/31/2016,158.2,1459.84,47.94
9/1/2016,157.28,1456.61,45.05
9/2/2016,155.84,1462.63,45.96
9/6/2016,157.75,1485.01,46.21
9/7/2016,156.15,1482.86,47
9/8/2016,157.72,1487.21,49.23
9/9/2016,157.25,1473.85,48.37
9/12/2016,156.54,1444.15,47.82
9/14/2016,157.6,1449.4,45.65
9/15/2016,157.39,1448.62,45.83
9/16/2016,157.83,1455.75,45.26
9/19/2016,155.66,1459.84,46.04
9/20/2016,155.56,1455,45.24
9/21/2016,155.14,1454.36,45.99
9/22/2016,155.21,1470.35,47.21
9/23/2016,154.77,1466.06,46.71
9/26/2016,155.61,1450.12,46.61
9/27/2016,155.54,1446.06,44.95
9/28/2016,155.57,1453.65,45.49
9/29/2016,155.6,1423.79,48.43
9/30/2016,156.33,1431.55,48.24
10/3/2016,156.17,1454.66,48.61
10/4/2016,156.27,1460.26,48.81
10/5/2016,156.04,1457.33,49.57
10/6/2016,155.24,1453.22,50.14
10/7/2016,155.13,1451.49,50.49
10/10/2016,154.42,1452.86,51.54
10/13/2016,152.83,1430.26,49.29
10/14/2016,156.54,1434.17,48.87
10/17/2016,156.85,1422.57,49.31
10/18/2016,158.99,1448.41,49.81
10/19/2016,159.35,1447.19,51.85
10/20/2016,159.42,1453.23,50.42
10/21/2016,159.45,1454.27,50.28
10/24/2016,160.54,1457.43,49.8
10/25/2016,160.16,1453.22,49.08
10/26/2016,160.84,1441.47,48.98
10/27/2016,160.25,1439.26,49.13
10/28/2016,161.08,1444.49,47.78
10/30/2016,161.08,1444.66,47.78
11/1/2016,161.11,1442.73,45.77
11/2/2016,161.11,1423.44,44.26
11/3/2016,161.84,1416.97,43.84
11/4/2016,161.04,1406.51,43.06
11/7/2016,161.3,1417.74,42.83
11/8/2016,161.18,1424.72,43.47
11/9/2016,160.71,1405.78,43.88
11/10/2016,160.75,1425.06,43.67
11/11/2016,161.63,1386.07,41.61
11/15/2016,164.12,1352.02,44.15
11/16/2016,164.35,1351.09,45.07
11/17/2016,165.6,1348.17,44.57
11/18/2016,165.69,1346.81,44.41
11/21/2016,166.76,1320.56,45.96
11/22/2016,165.57,1333,46.1
11/23/2016,166.33,1338.91,46.54
11/24/2016,165.78,1330.08,47.54
11/25/2016,166.1,1354.09,46.32
11/28/2016,166.46,1357.2,46.64
11/29/2016,166.01,1359.23,44.68
11/30/2016,165.84,1373.98,47.95
12/1/2016,166.11,1366.37,52.28
12/2/2016,166.43,1348.31,52.35
12/5/2016,165.03,1356.41,53.3
12/6/2016,165.04,1359.57,52.31
12/7/2016,164.31,1353.24,51.9
12/8/2016,165.61,1376.53,51.6
12/9/2016,166.5,1378.97,52.19
12/12/2016,166.37,1363.27,53.99
12/13/2016,167.14,1369.65,53.28
12/14/2016,166.58,1362.49,53.15
12/15/2016,166.43,1358.61,51.72
12/16/2016,166.81,1355,54.15
12/19/2016,166.27,1350.05,53.53
12/20/2016,166.48,1345.48,54.56
12/21/2016,166.48,1343.4,53.01
12/22/2016,165.98,1328.62,54.04
12/23/2016,166.11,1328.75,53.93
12/26/2016,165.51,1313.26,53.93
12/27/2016,165.97,1334.55,53.93
12/28/2016,165.55,1335.93,54.95
12/29/2016,166.68,1347.12,54.97
12/30/2016,167.82,1360.16,54.96
1/2/2017,167.5,1363.03,54.96
1/3/2017,167.51,1367.08,55.05
1/4/2017,166.49,1365.88,54.57
1/5/2017,166.28,1381.12,54.99
1/6/2017,166.03,1376.79,55.9
1/9/2017,166.22,1375.64,54.39
1/10/2017,167.72,1384.99,53.2
1/11/2017,167.47,1402.01,53.61
1/12/2017,167.37,1406.17,54.51
1/13/2017,167.37,1404.95,54.37
1/16/2017,168.37,1409.09,54.3
1/17/2017,168.89,1406.88,54.68
1/18/2017,170,1411.65,53.77
1/19/2017,170.85,1414.72,53.18
1/20/2017,171.87,1400.24,55.04
1/23/2017,171.78,1408.53,54.8
1/24/2017,171.91,1422.78,54.7
1/25/2017,173.02,1443.71,54.34
1/27/2017,173.02,1449.85,54.8
1/30/2017,173.18,1448.41,54.77
1/31/2017,173.31,1435.63,55.25
2/1/2017,172.85,1462.87,55.79
2/2/2017,174.95,1466.97,55.94
2/3/2017,173.87,1468.88,55.92
2/6/2017,174.07,1478.94,55.02
2/7/2017,173.48,1474.02,53.79
2/8/2017,173.03,1476.07,54.42
2/9/2017,172.77,1477.69,53.98
2/10/2017,172.94,1478.04,55.2
2/13/2017,173.58,1480.37,54.15
2/14/2017,173.44,1477.3,54.96
2/15/2017,172.85,1463.38,54.57
2/16/2017,174.2,1475.14,54.16
2/17/2017,173.71,1484.26,54.48
2/20/2017,173.26,1495.22,55.25
2/21/2017,172.99,1500.85,56.34
2/22/2017,170.9,1500.23,54.9
2/23/2017,171.1,1502.09,55.82
2/27/2017,170.75,1495.21,54.65
2/28/2017,170.59,1493.33,53.36
3/1/2017,171.67,1503.46,55.72
3/2/2017,171.59,1491.71,54.16
3/3/2017,172.15,1492.58,54.12
3/6/2017,171.89,1502.59,54.73
3/7/2017,171.46,1500.31,54.61
3/8/2017,171.45,1495.21,53.3
3/9/2017,170.9,1495.12,50.65
3/10/2017,171.26,1495.67,50.63
3/14/2017,171.09,1521.29,49.6
3/15/2017,170.96,1521.98,50.63
3/16/2017,170.57,1534.89,50.56
3/17/2017,169.38,1536.5,50.58
3/20/2017,170.77,1532.96,50.67
3/21/2017,170.11,1530.75,50.14
3/22/2017,169.6,1514.86,49.56
3/23/2017,170.88,1525.18,50.17
3/24/2017,170.52,1528.87,49.97
3/27/2017,172.44,1520.22,50.12
3/28/2017,173.61,1528.52,50.72
3/29/2017,173.36,1533.93,51.36
3/30/2017,173.57,1540.18,52.25
3/31/2017,173.01,1540.85,52.2
4/3/2017,173.08,1550.74,52.04
4/5/2017,172.89,1557.35,53.41
4/6/2017,172.94,1557.16,53.62
4/7/2017,173.35,1547.92,54.24
4/10/2017,173.06,1548.03,54.79
4/11/2017,172.66,1557.38,54.73
4/12/2017,173.04,1552.68,54.75
4/13/2017,172.63,1542.92,55.05
4/17/2017,173.43,1540.75,54.79
4/18/2017,173.48,1533.98,52.6
4/19/2017,170.25,1535.35,52.43
4/20/2017,170.42,1540.67,50.66
4/21/2017,171.49,1538.32,49.93
4/24/2017,172.26,1554.41,49.45
4/25/2017,172.69,1570.62,49.37
4/26/2017,173.2,1577.5,49.99
4/27/2017,173.87,1576.69,49.46
4/28/2017,174.09,1571.44,49.46
5/2/2017,174,1574.18,49.31
5/3/2017,173.93,1572.67,48.82
5/4/2017,175.18,1579.89,47.53
5/5/2017,175.87,1565.89,47.45
5/8/2017,175.76,1570.97,46.61
5/9/2017,175.47,1573.71,47.06
5/10/2017,175.67,1589.18,48.09
5/11/2017,175.75,1590.1,49.18
5/12/2017,176.29,1584.84,49.08
5/15/2017,176.35,1592.82,51.29
5/16/2017,177.03,1603.74,51.21
5/17/2017,176.88,1605.17,51.76
5/18/2017,176.39,1585.85,51.71
5/19/2017,176.49,1585.42,52.78
5/22/2017,177.85,1586.38,53.35
5/23/2017,176.87,1575.76,53.19
5/24/2017,176.79,1569.54,53.29
5/25/2017,176.81,1594.39,52.25
5/26/2017,177.06,1612.77,50.84
5/29/2017,177.21,1610.49,52.25
5/30/2017,175.91,1613.92,50.65
5/31/2017,177.21,1616.58,49.4
6/1/2017,175.82,1616.13,50.41
6/2/2017,176.28,1623.4,48.46
6/5/2017,176.97,1627.79,48.25
6/6/2017,176.97,1619.96,48.11
6/7/2017,177.26,1624.49,47.08
6/8/2017,175.56,1621.66,46.3
6/9/2017,176.53,1624.45,46.64
6/12/2017,176.55,1616.14,47.18
6/13/2017,176.25,1615.4,46.95
6/14/2017,177.48,1615.88,45.47
6/15/2017,177.75,1610.04,45.61
6/16/2017,178.79,1611.31,45.7
6/19/2017,178.72,1622.07,45.93
6/20/2017,178.76,1623.19,43.98
6/21/2017,179.53,1619.9,44.62
6/22/2017,179.95,1616.71,44.46
6/23/2017,179.71,1605.14,44.14
6/27/2017,179.97,1594.89,46.17
6/28/2017,179.56,1593.42,46.45
6/29/2017,179.11,1596.06,47.02
6/30/2017,179.28,1600.88,47.08
7/3/2017,179.45,1618.24,49.13
7/4/2017,180.07,1616.16,49.15
7/5/2017,179.85,1622.03,47.58
7/6/2017,179.76,1627.61,48.53
7/7/2017,180.17,1626.88,46.47
7/10/2017,180.33,1645.04,46.57
7/11/2017,179.96,1644.86,46.68
7/12/2017,179.86,1651.24,46.73
7/13/2017,177.47,1663.04,47.65
7/14/2017,177.57,1662.71,47.89
7/17/2017,179.31,1666.08,47.66
7/18/2017,179.16,1650.55,47.92
7/19/2017,179.39,1664.61,48.34
7/20/2017,176.76,1660.39,48.54
7/21/2017,176.29,1665.84,47.47
7/24/2017,176.42,1673.9,47.81
7/25/2017,178.08,1675.43,49.19
7/26/2017,177.36,1684.5,50.08
7/27/2017,177.34,1683.92,50.67
7/28/2017,177.66,1682.64,52
7/31/2017,177.73,1691.65,51.99
8/1/2017,177.84,1697.24,50.77
8/2/2017,178.51,1691.27,52.09
8/3/2017,179.75,1683.1,52.88
8/4/2017,179.99,1694.87,52.48
8/7/2017,178.71,1697.22,51.42
8/8/2017,179.36,1681.68,52.18
8/9/2017,179.8,1667.37,52.16
8/10/2017,179.73,1648.19,52.59
8/11/2017,182.09,1634.32,51.47
8/14/2017,182.86,1650.07,51.29
8/16/2017,183.19,1666.94,50.39
8/17/2017,183.69,1666.8,50.37
8/18/2017,184.1,1657.49,50.96
8/21/2017,184.34,1641.89,51.94
8/22/2017,184.39,1643.35,52.29
8/23/2017,183.8,1659.01,52.31
8/24/2017,184.11,1662.27,51.73
8/28/2017,183.83,1672.49,51.87
8/29/2017,184.08,1653.9,51.64
8/30/2017,184.38,1671.02,51.91
8/31/2017,184.82,1674.26,52.69
9/1/2017,185.79,1685.31,53.15
9/4/2017,186.15,1672.39,52.6
9/5/2017,186.54,1679.94,53.63
9/6/2017,187.47,1675.16,54.48
9/7/2017,187.28,1679.86,54.16
9/8/2017,186.86,1679.22,54.55
9/11/2017,187.43,1693.57,54.2
9/12/2017,187.49,1708.73,55.06
9/13/2017,186.81,1704.61,55.52
9/14/2017,187.16,1707.36,56.76
9/15/2017,187.37,1706.06,56.18
9/18/2017,187.57,1715.65,55.5
9/19/2017,188.19,1716.79,56.58
9/20/2017,188.59,1715.33,57.2
9/21/2017,189.59,1711.13,57.73
9/22/2017,188.96,1681.34,58.16
9/25/2017,189.25,1663.96,59.42
9/26/2017,188.11,1663.75,59.77
9/27/2017,188.5,1640.39,58.74
9/28/2017,189.67,1646.67,58.8
9/29/2017,188.43,1651.45,57.02
10/3/2017,189.27,1664.5,56.12
10/4/2017,189.4,1672.78,56
10/5/2017,189.72,1670.6,57.09
10/6/2017,189.57,1685.62,55.5
